id,author,pipeline_tag,library_clean,K-Means,DBSCAN,Agglomerative
Qwen/Qwen2.5-Omni-7B,Qwen,any-to-any,transformers,2,0,0
facebook/wav2vec2-large-xlsr-53,facebook,unknown,transformers,3,0,0
Jackrong/Qwopus3.6-27B-Coder-Compat-MTP-GGUF,Jackrong,image-text-to-text,transformers,1,0,1
LiheYoung/depth-anything-large-hf,LiheYoung,depth-estimation,transformers,3,0,0
kakaocorp/kanana-1.5-v-3b-instruct,kakaocorp,image-text-to-text,transformers,3,0,0
black-forest-labs/FLUX.2-klein-4B,black-forest-labs,image-to-image,diffusers,4,0,0
moonshotai/Kimi-VL-A3B-Instruct,moonshotai,image-text-to-text,transformers,3,0,0
biohub/ESMFold2-Experimental-Cutoff2025,biohub,unknown,transformers,1,-1,1
Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,Qwen,text-generation,transformers,2,0,0
biohub/ESMFold2,biohub,unknown,transformers,1,0,1
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,laion,zero-shot-image-classification,open_clip,4,0,0
moonshotai/Kimi-K3,moonshotai,image-text-to-text,transformers,1,-1,1
ibm-research/ttm-r3,ibm-research,time-series-forecasting,missing,4,0,0
timm/convnext_femto.d1_in1k,timm,image-classification,timm,4,0,0
PekingU/rtdetr_r101vd_coco_o365,PekingU,object-detection,transformers,3,0,0
camenduru/dinov3-vitl16-pretrain-lvd1689m,camenduru,image-feature-extraction,transformers,3,0,1
jinaai/jina-embeddings-v2-base-code,jinaai,feature-extraction,sentence-transformers,3,0,0
hmellor/Ilama-3.2-1B,hmellor,text-generation,transformers,3,0,0
tohoku-nlp/bert-base-japanese-whole-word-masking,tohoku-nlp,fill-mask,transformers,3,0,0
perplexity-ai/pplx-embed-v1-0.6b,perplexity-ai,feature-extraction,sentence-transformers,1,0,1
typhoon-ai/typhoon-ocr-3b,typhoon-ai,image-text-to-text,transformers,1,0,0
bosonai/higgs-tts-3-4b,bosonai,text-to-speech,transformers,1,-1,1
rinna/japanese-gpt-neox-small,rinna,text-generation,transformers,3,0,0
pyannote/speaker-diarization,pyannote,automatic-speech-recognition,pyannote-audio,4,0,0
bottlecapai/ThinkingCap-Qwen3.6-27B-GGUF,bottlecapai,image-text-to-text,gguf,1,-1,1
optimum-intel-internal-testing/tiny-random-BlenderbotModel,optimum-intel-internal-testing,unknown,missing,3,0,0
cross-encoder/ms-marco-TinyBERT-L2-v2,cross-encoder,text-ranking,sentence-transformers,3,0,0
DeepBeepMeep/Wan2.1,DeepBeepMeep,unknown,diffusion-single-file,1,-1,1
yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,yuhuili,unknown,missing,3,0,0
Qwen/QwQ-32B,Qwen,text-generation,transformers,2,0,0
sentence-transformers/nli-mpnet-base-v2,sentence-transformers,sentence-similarity,sentence-transformers,3,0,0
ibm-granite/granite-4.1-3b,ibm-granite,text-generation,transformers,1,0,1
software-mansion/react-native-executorch-whisper-tiny,software-mansion,automatic-speech-recognition,missing,1,-1,1
unsloth/Meta-Llama-3.1-8B-Instruct,unsloth,text-generation,transformers,3,0,0
unsloth/mistral-7b-v0.3-bnb-4bit,unsloth,text-generation,transformers,3,0,0
nvidia/DeepSeek-R1-0528-NVFP4-v2,nvidia,text-generation,Model Optimizer,4,0,0
ATH-MaaS/Ovis2.5-9B,ATH-MaaS,image-text-to-text,transformers,3,0,0
Qwen/Qwen3.5-122B-A10B-GPTQ-Int4,Qwen,image-text-to-text,transformers,2,0,0
mistralai/Ministral-8B-Instruct-2410,mistralai,unknown,vllm,4,0,0
hantian/layoutreader,hantian,token-classification,transformers,3,0,0
microsoft/trocr-small-handwritten,microsoft,image-to-text,transformers,3,0,0
Alibaba-NLP/gte-base-en-v1.5,Alibaba-NLP,sentence-similarity,transformers,3,0,0
lightonai/LightOnOCR-2-1B,lightonai,image-text-to-text,transformers,1,0,1
google/siglip2-base-patch16-256,google,zero-shot-image-classification,transformers,3,0,0
trl-internal-testing/tiny-LlamaForCausalLM-3.2,trl-internal-testing,text-generation,transformers,3,0,0
litert-community/gemma-4-E4B-it-litert-lm,litert-community,unknown,litert-lm,4,0,1
nvidia/segformer-b0-finetuned-ade-512-512,nvidia,image-segmentation,transformers,3,0,0
facebook/musicgen-small,facebook,text-to-audio,transformers,3,0,0
hugging-quants/gemma-2-9b-it-AWQ-INT4,hugging-quants,text-generation,transformers,3,0,0
cyankiwi/Qwen3.5-9B-AWQ-4bit,cyankiwi,image-text-to-text,transformers,1,0,1
internlm/Intern-S1-Pro,internlm,image-text-to-text,transformers,1,0,0
optimum-intel-internal-testing/tiny-random-bert,optimum-intel-internal-testing,unknown,missing,3,0,0
apple/DFN2B-CLIP-ViT-B-16,apple,unknown,open_clip,4,0,0
nvidia/NVIDIA-Nemotron-Parse-v1.1,nvidia,image-text-to-text,transformers,2,0,0
